technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,log_channel,log_provider,filter_in
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Port,process,attempted connection to,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Port,process,attempted connection to,port,ConnectionAttempt,ConnectionAttempt,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked listener on Ip,host,blocked listener on,ip,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Port,host,blocked connection from,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Port,host,blocked connection from,port,FirewallInboundConnectionBlocked,FirewallInboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,FirewallInboundConnectionToAppBlocked,FirewallInboundConnectionToAppBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Ip,process,attempted connection to,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Ip,process,attempted connection to,ip,ConnectionAttempt,ConnectionAttempt,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process listened on Port,process,listened on,port,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process listened on Port,process,listened on,port,ListeningConnectionCreated,ListeningConnectionCreated,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Process,host,blocked connection from,process,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection from Ip,process,attempted connection from,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection from Ip,process,attempted connection from,ip,ConnectionRequest,ConnectionRequest,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked port bind on Process,host,blocked port bind on,process,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host permitted listener on Ip,host,permitted listener on,ip,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted to listen on Port,process,attempted to listen on,port,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process bound to Port,process,bound to,port,5158,The Windows Filtering Platform has permitted a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process bound to Port,process,bound to,port,ListeningConnectionCreated,ListeningConnectionCreated,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Host,user,connected to,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Host,user,connected to,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Host,user,connected to,host,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Port,user,connected from,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Port,user,connected from,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Port,user,connected from,port,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection from Port,process,attempted connection from,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection from Port,process,attempted connection from,port,ConnectionRequest,ConnectionRequest,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Port,process,connected to,port,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Port,process,connected to,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Port,process,connected to,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Port,process,connected to,port,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host permitted listener on Port,host,permitted listener on,port,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked port bind on Ip,host,blocked port bind on,ip,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked listener on Process,host,blocked listener on,process,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Port,user,connected to,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Port,user,connected to,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Port,user,connected to,port,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Port,host,blocked connection to,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Port,host,blocked connection to,port,FirewallOutboundConnectionBlocked,FirewallOutboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Host,user,connected from,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Host,user,connected from,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Host,user,connected from,host,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Host,process,connected to,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Host,process,connected to,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Host,process,connected to,host,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked listener on Port,host,blocked listener on,port,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Ip,host,blocked connection from,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Ip,host,blocked connection from,ip,FirewallInboundConnectionBlocked,FirewallInboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Ip,user,connected from,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Ip,user,connected from,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected from Ip,user,connected from,ip,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host permitted listener on Process,host,permitted listener on,process,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Ip,process,connected from,ip,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Ip,process,connected from,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Ip,process,connected from,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Ip,process,connected from,ip,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Ip,host,blocked connection to,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Ip,host,blocked connection to,ip,FirewallOutboundConnectionBlocked,FirewallOutboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted to bind on Port,process,attempted to bind on,port,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation,User created File,user,created,file,11,FileCreate.,Linux,FileCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation,User created File,user,created,file,DeviceFileEvents,DeviceFileEvents,Windows,,nan,,Windows Defender Advanced Threat Protection,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation,Process created File,process,created,file,11,FileCreate.,Windows,FileCreate,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation,Process created File,process,created,file,11,FileCreate.,Linux,FileCreate,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",file,file creation,Process created File,process,created,file,FileCreated,FileCreated,Windows,,nan,DeviceFileEvents,Microsoft Defender for Endpoint,nan
T1195.003,True,Compromise Hardware Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T1195.002,True,Compromise Software Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T1195.001,True,Compromise Software Dependencies and Development Tools,['initial-access'],"['Linux', 'macOS', 'Windows']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Port,process,connected from,port,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Port,process,connected from,port,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Port,process,connected from,port,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Port,process,connected from,port,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked port bind on Port,host,blocked port bind on,port,5159,The Windows Filtering Platform has blocked a bind to a local port.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Port,process,attempted connection to,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Port,process,attempted connection to,port,ConnectionAttempt,ConnectionAttempt,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,5156,The Windows Filtering Platform has permitted a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected to Ip,process,connected to,ip,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked listener on Ip,host,blocked listener on,ip,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Port,host,blocked connection from,port,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection from Port,host,blocked connection from,port,FirewallInboundConnectionBlocked,FirewallInboundConnectionBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Host blocked connection to Process,host,blocked connection to,process,FirewallInboundConnectionToAppBlocked,FirewallInboundConnectionToAppBlocked,Windows,,nan,DeviceEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process connected from Host,process,connected from,host,InboundConnectionAccepted,InboundConnectionAccepted,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Ip,process,attempted connection to,ip,5157,The Windows Filtering Platform has blocked a connection.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process attempted connection to Ip,process,attempted connection to,ip,ConnectionAttempt,ConnectionAttempt,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,3,Network connection.,Windows,NetworkConnect,nan,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,3,Network connection.,Linux,NetworkConnect,nan,Linux-Sysmon/Operational,Linux-Sysmon,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,User connected to Ip,user,connected to,ip,ConnectionSuccess,ConnectionSuccess,Windows,,nan,DeviceNetworkEvents,Microsoft Defender for Endpoint,nan
T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation,Process listened on Port,process,listened on,port,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Windows,Object Access,Filtering Platform Connection,Security,Microsoft-Windows-Security-Auditing,nan
