technique_id,tactic,technique,x_mitre_is_subtechnique,log_provider
T1600.001,defense-evasion,Reduce Key Space,True,Microsoft-Windows-Sysmon
T1600.001,defense-evasion,Reduce Key Space,True,Microsoft-Windows-Sysmon
T1600.001,defense-evasion,Reduce Key Space,True,Microsoft-Windows-Security-Auditing
T1600.001,defense-evasion,Reduce Key Space,True,Microsoft Defender for Endpoint
T1600.001,defense-evasion,Reduce Key Space,True,Microsoft Defender for Endpoint
T1600,defense-evasion,Weaken Encryption,False,Microsoft-Windows-Security-Auditing
T1600,defense-evasion,Weaken Encryption,False,Windows Defender Advanced Threat Protection
T1600,defense-evasion,Weaken Encryption,False,Microsoft-Windows-Sysmon
T1600,defense-evasion,Weaken Encryption,False,Microsoft-Windows-Sysmon
T1600,defense-evasion,Weaken Encryption,False,Microsoft-Windows-Security-Auditing
T1600,defense-evasion,Weaken Encryption,False,Microsoft Defender for Endpoint
T1600,defense-evasion,Weaken Encryption,False,Microsoft Defender for Endpoint
T1556.004,credential-access,Network Device Authentication,True,Microsoft-Windows-Security-Auditing
T1556.004,credential-access,Network Device Authentication,True,Windows Defender Advanced Threat Protection
T1556.004,credential-access,Network Device Authentication,True,Microsoft-Windows-Sysmon
T1556.004,credential-access,Network Device Authentication,True,Microsoft-Windows-Sysmon
T1556.004,credential-access,Network Device Authentication,True,Microsoft-Windows-Security-Auditing
T1556.004,credential-access,Network Device Authentication,True,Microsoft Defender for Endpoint
T1556.004,credential-access,Network Device Authentication,True,Microsoft Defender for Endpoint
T1599.001,defense-evasion,Network Address Translation Traversal,True,nan
T1599.001,defense-evasion,Network Address Translation Traversal,True,nan
T1599,defense-evasion,Network Boundary Bridging,False,nan
T1599,defense-evasion,Network Boundary Bridging,False,nan
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Linux-Sysmon
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,Microsoft Defender for Endpoint
T1020.001,exfiltration,Traffic Duplication,True,Microsoft-Windows-Security-Auditing
T1020.001,exfiltration,Traffic Duplication,True,nan
T1557.002,credential-access,ARP Cache Poisoning,True,nan
T1557.002,credential-access,ARP Cache Poisoning,True,nan
T1588.006,resource-development,Vulnerabilities,True,nan
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-PowerShell
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Linux-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-PowerShell
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Windows Defender Advanced Threat Protection
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Linux-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Security-Auditing
T1053.006,execution,Systemd Timers,True,Microsoft-Windows-Sysmon
T1053.006,execution,Systemd Timers,True,Linux-Sysmon
T1053.006,execution,Systemd Timers,True,Microsoft Defender for Endpoint
T1562.008,defense-evasion,Disable Cloud Logs,True,CloudTrail
T1562.008,defense-evasion,Disable Cloud Logs,True,nan
T1547.012,persistence,Print Processors,True,Linux-Sysmon
T1547.012,persistence,Print Processors,True,Windows Defender Advanced Threat Protection
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Linux-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Security-Auditing
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Security-Auditing
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Security-Auditing
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Security-Auditing
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1547.012,persistence,Print Processors,True,Microsoft-Windows-Sysmon
T1547.012,persistence,Print Processors,True,Microsoft Defender for Endpoint
T1598.003,reconnaissance,Spearphishing Link,True,nan
T1598.003,reconnaissance,Spearphishing Link,True,nan
T1598.003,reconnaissance,Spearphishing Link,True,nan
T1598.002,reconnaissance,Spearphishing Attachment,True,nan
T1598.002,reconnaissance,Spearphishing Attachment,True,nan
T1598.002,reconnaissance,Spearphishing Attachment,True,nan
T1598.001,reconnaissance,Spearphishing Service,True,nan
T1598.001,reconnaissance,Spearphishing Service,True,nan
T1598.001,reconnaissance,Spearphishing Service,True,nan
T1598,reconnaissance,Phishing for Information,False,nan
T1598,reconnaissance,Phishing for Information,False,nan
T1598,reconnaissance,Phishing for Information,False,nan
T1597.002,reconnaissance,Purchase Technical Data,True,nan
T1597.001,reconnaissance,Threat Intel Vendors,True,nan
T1597,reconnaissance,Search Closed Sources,False,nan
T1596.005,reconnaissance,Scan Databases,True,nan
T1596.004,reconnaissance,CDNs,True,nan
T1596.003,reconnaissance,Digital Certificates,True,nan
T1596.001,reconnaissance,DNS/Passive DNS,True,nan
T1596.002,reconnaissance,WHOIS,True,nan
T1596,reconnaissance,Search Open Technical Databases,False,nan
T1595.002,reconnaissance,Vulnerability Scanning,True,nan
T1595.002,reconnaissance,Vulnerability Scanning,True,nan
T1595.001,reconnaissance,Scanning IP Blocks,True,nan
T1595,reconnaissance,Active Scanning,False,nan
T1595,reconnaissance,Active Scanning,False,nan
T1594,reconnaissance,Search Victim-Owned Websites,False,nan
T1593.002,reconnaissance,Search Engines,True,nan
T1593.001,reconnaissance,Social Media,True,nan
T1593,reconnaissance,Search Open Websites/Domains,False,nan
T1592.004,reconnaissance,Client Configurations,True,nan
T1592.003,reconnaissance,Firmware,True,nan
T1592.002,reconnaissance,Software,True,nan
T1592.001,reconnaissance,Hardware,True,nan
T1592,reconnaissance,Gather Victim Host Information,False,nan
T1591.004,reconnaissance,Identify Roles,True,nan
T1591.003,reconnaissance,Identify Business Tempo,True,nan
T1591.001,reconnaissance,Determine Physical Locations,True,nan
T1591.002,reconnaissance,Business Relationships,True,nan
T1591,reconnaissance,Gather Victim Org Information,False,nan
T1590.006,reconnaissance,Network Security Appliances,True,nan
T1590.005,reconnaissance,IP Addresses,True,nan
T1590.004,reconnaissance,Network Topology,True,nan
T1590.003,reconnaissance,Network Trust Dependencies,True,nan
T1590.002,reconnaissance,DNS,True,nan
T1590.001,reconnaissance,Domain Properties,True,nan
T1590,reconnaissance,Gather Victim Network Information,False,nan
T1589.003,reconnaissance,Employee Names,True,nan
T1589.002,reconnaissance,Email Addresses,True,nan
T1589.001,reconnaissance,Credentials,True,nan
T1589,reconnaissance,Gather Victim Identity Information,False,nan
T1588.005,resource-development,Exploits,True,nan
T1588.004,resource-development,Digital Certificates,True,nan
T1588.004,resource-development,Digital Certificates,True,nan
T1588.003,resource-development,Code Signing Certificates,True,nan
T1588.002,resource-development,Tool,True,nan
T1588.001,resource-development,Malware,True,nan
T1588.001,resource-development,Malware,True,nan
T1588,resource-development,Obtain Capabilities,False,nan
T1588,resource-development,Obtain Capabilities,False,nan
T1588,resource-development,Obtain Capabilities,False,nan
T1588,resource-development,Obtain Capabilities,False,nan
T1587.004,resource-development,Exploits,True,nan
T1587.003,resource-development,Digital Certificates,True,nan
T1587.002,resource-development,Code Signing Certificates,True,nan
T1587.001,resource-development,Malware,True,nan
T1587.001,resource-development,Malware,True,nan
T1587,resource-development,Develop Capabilities,False,nan
T1587,resource-development,Develop Capabilities,False,nan
T1587,resource-development,Develop Capabilities,False,nan
T1586.002,resource-development,Email Accounts,True,nan
T1586.001,resource-development,Social Media Accounts,True,nan
T1586.001,resource-development,Social Media Accounts,True,nan
T1586,resource-development,Compromise Accounts,False,nan
T1586,resource-development,Compromise Accounts,False,nan
T1585.002,resource-development,Email Accounts,True,nan
T1585.001,resource-development,Social Media Accounts,True,nan
T1585.001,resource-development,Social Media Accounts,True,nan
T1585,resource-development,Establish Accounts,False,nan
T1585,resource-development,Establish Accounts,False,nan
T1584.006,resource-development,Web Services,True,nan
T1584.005,resource-development,Botnet,True,nan
T1584.004,resource-development,Server,True,nan
T1584.004,resource-development,Server,True,nan
T1584.003,resource-development,Virtual Private Server,True,nan
T1584.003,resource-development,Virtual Private Server,True,nan
T1584.002,resource-development,DNS Server,True,nan
T1584.002,resource-development,DNS Server,True,nan
T1584.001,resource-development,Domains,True,nan
T1584.001,resource-development,Domains,True,nan
T1584.001,resource-development,Domains,True,nan
T1583.006,resource-development,Web Services,True,nan
T1583.005,resource-development,Botnet,True,nan
T1583.004,resource-development,Server,True,nan
T1583.004,resource-development,Server,True,nan
T1583.003,resource-development,Virtual Private Server,True,nan
T1583.003,resource-development,Virtual Private Server,True,nan
T1583.002,resource-development,DNS Server,True,nan
T1584,resource-development,Compromise Infrastructure,False,nan
T1584,resource-development,Compromise Infrastructure,False,nan
T1584,resource-development,Compromise Infrastructure,False,nan
T1584,resource-development,Compromise Infrastructure,False,nan
T1584,resource-development,Compromise Infrastructure,False,nan
T1583.001,resource-development,Domains,True,nan
T1583.001,resource-development,Domains,True,nan
T1583.001,resource-development,Domains,True,nan
T1583,resource-development,Acquire Infrastructure,False,nan
T1583,resource-development,Acquire Infrastructure,False,nan
T1583,resource-development,Acquire Infrastructure,False,nan
T1583,resource-development,Acquire Infrastructure,False,nan
T1583,resource-development,Acquire Infrastructure,False,nan
T1564.007,defense-evasion,VBA Stomping,True,Microsoft-Windows-PowerShell
T1564.007,defense-evasion,VBA Stomping,True,Microsoft-Windows-PowerShell
T1564.007,defense-evasion,VBA Stomping,True,Microsoft Defender for Endpoint
T1564.007,defense-evasion,VBA Stomping,True,Microsoft Defender for Endpoint
T1564.007,defense-evasion,VBA Stomping,True,Microsoft Defender for Endpoint
T1564.007,defense-evasion,VBA Stomping,True,nan
T1558.004,credential-access,AS-REP Roasting,True,Microsoft-Windows-Security-Auditing
T1558.004,credential-access,AS-REP Roasting,True,Microsoft-Windows-Security-Auditing
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1580,discovery,Cloud Infrastructure Discovery,False,nan
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Security-Auditing
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Sysmon
T1218.012,defense-evasion,Verclsid,True,Linux-Sysmon
T1218.012,defense-evasion,Verclsid,True,Microsoft Defender for Endpoint
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Sysmon
T1218.012,defense-evasion,Verclsid,True,Microsoft Defender for Endpoint
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Security-Auditing
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Sysmon
T1218.012,defense-evasion,Verclsid,True,Linux-Sysmon
T1218.012,defense-evasion,Verclsid,True,Microsoft Defender for Endpoint
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Security-Auditing
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Sysmon
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-PowerShell
T1218.012,defense-evasion,Verclsid,True,Microsoft Defender for Endpoint
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Security-Auditing
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-Sysmon
T1218.012,defense-evasion,Verclsid,True,Linux-Sysmon
T1218.012,defense-evasion,Verclsid,True,Microsoft-Windows-PowerShell
T1218.012,defense-evasion,Verclsid,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Linux-Sysmon
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,Microsoft Defender for Endpoint
T1205.001,defense-evasion,Port Knocking,True,Microsoft-Windows-Security-Auditing
T1205.001,defense-evasion,Port Knocking,True,nan
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Linux-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Linux-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Linux-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Windows Defender Advanced Threat Protection
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Linux-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-PowerShell
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Linux-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-PowerShell
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Service Control Manager
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Security-Auditing
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft Defender for Endpoint
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
T1564.006,defense-evasion,Run Virtual Instance,True,Microsoft-Windows-Sysmon
